Turbidity,Nitrogen,E.Coli,Phosphorus,period
40,101,40,111,1990-2017
40,101,40,84,1998-2017
40,101,78,40,2008-2017
40,101,40,40,2008-2017
40,101,78,84,1998-2017
40,40,40,40,2008-2017
40,40,40,111,1990-2017
40,101,78,111,1990-2017
40,40,78,40,2008-2017
40,40,78,111,1990-2017
40,40,78,84,1998-2017
40,40,40,84,1998-2017
40,82,40,111,1990-2017
40,82,40,84,1998-2017
40,82,78,40,2008-2017
40,82,78,111,1990-2017
40,82,78,84,1998-2017
40,82,40,40,2008-2017
40,101,40,84,1998-2017
40,101,40,104,1990-2017
40,101,40,40,2008-2017
40,101,77,104,1990-2017
40,101,77,40,2008-2017
40,40,40,84,1998-2017
40,101,77,84,1998-2017
40,40,40,40,2008-2017
40,40,77,84,1998-2017
40,40,77,104,1990-2017
40,40,77,40,2008-2017
40,83,40,84,1998-2017
40,83,40,104,1990-2017
40,83,40,40,2008-2017
40,83,77,84,1998-2017
40,83,77,104,1990-2017
40,83,77,40,2008-2017
40,40,40,104,1990-2017
37,39,39,39,2008-2017
37,39,39,81,1998-2017
37,39,78,39,2008-2017
37,80,39,39,2008-2017
37,80,39,81,1998-2017
37,80,78,39,2008-2017
37,80,78,81,1998-2017
37,39,78,81,1998-2017
40,40,40,40,2008-2017
40,40,40,40,2008-2017
40,40,40,40,2008-2017
38,38,38,38,2008-2017
38,39,77,81,1998-2017
38,39,39,39,2008-2017
38,39,39,81,1998-2017
38,39,77,39,2008-2017
38,80,77,81,1998-2017
38,80,39,39,2008-2017
38,80,39,81,1998-2017
38,80,77,39,2008-2017
39,40,77,40,2008-2017
39,40,40,40,2008-2017
39,40,40,81,1998-2017
39,81,77,40,2008-2017
39,40,77,81,1998-2017
39,81,40,40,2008-2017
39,81,40,81,1998-2017
39,81,77,81,1998-2017
40,40,40,40,2008-2017
36,40,40,40,2008-2017
36,40,40,40,2008-2017
36,40,40,40,2008-2017
39,40,40,40,2008-2017
39,40,40,82,1998-2017
39,40,77,40,2008-2017
39,40,77,82,1998-2017
39,81,40,40,2008-2017
39,81,40,82,1998-2017
39,81,77,40,2008-2017
39,81,77,82,1998-2017
40,40,40,82,1998-2017
40,40,40,40,2008-2017
40,40,78,82,1998-2017
40,40,78,40,2008-2017
40,81,40,82,1998-2017
40,81,40,40,2008-2017
40,81,78,82,1998-2017
40,81,78,40,2008-2017
38,38,39,38,2008-2017
37,38,38,38,2008-2017
39,40,40,40,2008-2017
37,36,36,37,2008-2017
38,37,38,37,2008-2017
37,37,38,37,2008-2017
119,216,72,120,2008-2017
119,216,72,216,1998-2017
119,216,119,120,2008-2017
119,216,119,216,1998-2017
119,120,72,120,2008-2017
119,120,72,216,1998-2017
119,120,119,120,2008-2017
119,120,119,216,1998-2017
118,119,118,120,2008-2017
119,234,239,252,1998-2017
119,234,239,120,2008-2017
119,234,119,252,1998-2017
119,234,119,120,2008-2017
119,120,239,252,1998-2017
119,120,239,120,2008-2017
119,120,119,252,1998-2017
119,120,119,120,2008-2017
118,120,119,120,2008-2017
118,120,119,216,1998-2017
118,120,72,120,2008-2017
118,120,72,216,1998-2017
118,72,119,120,2008-2017
118,72,119,216,1998-2017
118,72,72,120,2008-2017
118,72,72,216,1998-2017
119,120,72,120,2008-2017
119,120,72,216,1998-2017
119,120,119,120,2008-2017
119,120,119,216,1998-2017
119,216,72,120,2008-2017
119,216,72,216,1998-2017
119,216,119,120,2008-2017
119,216,119,216,1998-2017
119,216,72,120,2008-2017
119,216,72,216,1998-2017
119,216,119,120,2008-2017
119,216,119,216,1998-2017
119,120,72,120,2008-2017
119,120,72,216,1998-2017
119,120,119,120,2008-2017
119,120,119,216,1998-2017
119,216,119,216,1998-2017
119,216,119,120,2008-2017
119,216,72,216,1998-2017
119,216,72,120,2008-2017
119,120,119,216,1998-2017
119,120,119,120,2008-2017
119,120,72,216,1998-2017
119,120,72,120,2008-2017
119,120,119,216,1998-2017
119,120,119,120,2008-2017
119,120,72,216,1998-2017
119,120,72,120,2008-2017
119,216,119,216,1998-2017
119,216,119,120,2008-2017
119,216,72,216,1998-2017
119,216,72,120,2008-2017
119,120,119,120,2008-2017
119,120,119,216,1998-2017
119,120,72,120,2008-2017
119,120,72,216,1998-2017
119,216,119,120,2008-2017
119,216,119,216,1998-2017
119,216,72,120,2008-2017
119,216,72,216,1998-2017
119,120,119,216,1998-2017
119,120,119,120,2008-2017
119,120,72,216,1998-2017
119,120,72,120,2008-2017
119,216,119,216,1998-2017
119,216,119,120,2008-2017
119,216,72,216,1998-2017
119,216,72,120,2008-2017
